Study_Hours,Sleep_Hours,Screen_Time_Hours,Exercise_Hours,Stress_Level,Previous_Marks,Burnout_Score,Burnout_Level,Performance_Decline,Final_Predicted_Marks
2.65,9.11,6.79,2.37,2,71.2,-0.5,Low,3.62,67.58
3.21,7.37,0.35,0.47,8,57.81,3.66,Medium,3.15,54.67
6.19,8.42,3.23,0.9,10,74.17,4.89,Medium,1.48,72.69
3.1,4.43,4.58,0.64,10,41.93,5.23,High,13.96,30.0
5.93,8.02,2.07,0.01,6,80.19,4.95,High,1.19,79.0
2.27,6.99,0.63,0.41,5,58.51,-0.42,Low,3.1,55.41
6.7,8.28,4.23,0.0,1,81.98,0.41,Low,3.0,78.98
2.53,8.37,6.74,1.76,2,64.68,1.4,Low,2.54,62.14
6.1,7.1,8.21,1.08,2,73.07,1.03,Low,1.26,71.81
6.25,6.1,3.63,2.99,7,82.61,4.18,Medium,2.22,80.38
3.61,8.17,6.83,0.43,7,56.18,5.35,High,0.72,55.46
6.16,6.91,6.59,0.31,6,66.02,3.9,Medium,3.31,62.71
5.52,5.69,8.05,2.23,8,58.37,4.34,Medium,4.35,54.02
3.92,5.62,4.12,1.85,4,66.98,1.5,Low,2.32,64.66
2.98,4.78,0.5,1.31,9,57.75,-0.47,Low,9.47,48.28
1.07,6.23,5.18,0.11,8,42.26,5.38,High,4.14,38.12
5.7,8.65,2.47,2.4,3,86.84,0.7,Low,1.57,85.28
1.87,7.27,3.19,0.94,3,69.14,0.2,Low,2.97,66.17
5.19,6.21,4.25,0.66,9,62.14,2.32,Low,0.38,61.76
4.47,8.21,4.15,1.91,9,60.07,5.46,High,3.59,56.48
6.36,5.75,5.35,0.98,5,71.43,2.8,Medium,2.3,69.12
4.4,7.14,6.76,0.07,10,49.24,6.6,High,2.12,47.13
4.34,6.73,4.08,1.03,1,78.41,0.35,Low,4.67,73.73
6.46,8.17,5.99,0.37,3,78.85,-0.36,Low,2.46,76.39
5.67,4.63,5.04,0.0,5,70.04,5.66,High,0.08,69.96
5.63,5.72,7.34,0.29,4,62.15,5.17,High,4.8,57.36
5.94,4.54,4.53,0.58,4,68.82,4.21,Medium,0.06,68.76
1.93,6.61,4.8,0.08,1,56.64,0.8,Low,2.68,53.96
6.51,8.82,4.06,1.46,6,79.76,0.79,Low,3.17,76.6
6.22,6.24,4.59,0.38,10,53.94,6.98,High,4.47,49.47
2.97,6.23,3.04,1.38,4,67.53,4.67,Medium,3.4,64.13
4.51,8.31,2.79,0.01,1,78.24,-0.08,Low,4.06,74.18
4.92,8.6,6.94,1.73,10,62.44,5.34,High,3.85,58.59
4.73,6.87,2.29,0.0,6,71.16,0.92,Low,1.07,70.09
5.67,8.03,4.2,0.0,5,73.55,-0.62,Low,3.5,70.04
7.86,5.38,7.54,1.99,5,70.5,3.78,Medium,3.19,67.31
7.16,9.07,4.12,0.32,2,84.78,3.11,Medium,1.22,83.56
2.38,10.0,7.07,2.41,1,73.71,1.63,Low,0.64,73.07
6.24,7.78,3.52,1.45,7,73.97,3.08,Medium,3.76,70.21
7.66,3.87,2.37,1.63,5,78.69,3.9,Medium,4.86,73.83
5.77,6.16,1.01,1.84,3,91.52,-1.09,Low,3.69,87.82
7.18,7.92,8.28,1.09,6,73.92,4.49,Medium,3.75,70.17
9.02,6.37,2.16,1.1,3,94.81,1.04,Low,0.83,93.97
7.05,8.91,6.87,2.03,6,69.74,3.47,Medium,1.24,68.5
5.5,7.88,2.5,1.09,6,79.01,1.86,Low,2.93,76.08
7.09,5.94,8.29,0.42,9,75.31,6.1,High,0.16,75.16
5.29,7.05,10.52,1.47,8,64.61,7.3,High,3.34,61.27
5.05,5.66,0.78,0.0,1,76.13,2.99,Medium,0.72,75.41
4.3,6.73,2.29,2.06,7,80.78,2.36,Medium,2.07,78.71
8.13,6.17,6.93,2.07,9,72.8,8.07,High,1.6,71.2
3.36,8.76,6.28,1.96,2,74.96,-1.33,Low,0.53,74.43
8.06,10.0,6.94,1.93,9,78.29,4.67,Medium,2.89,75.4
6.0,4.85,3.57,0.93,6,67.69,1.68,Low,1.81,65.88
2.2,4.12,9.97,0.91,3,37.59,3.04,Medium,0.22,37.37
5.74,6.63,5.3,0.02,8,66.25,5.82,High,2.22,64.03
0.8,4.72,1.96,2.4,7,51.42,4.03,Medium,2.95,48.47
6.25,7.07,4.37,0.61,8,67.49,3.15,Medium,0.65,66.84
6.77,8.12,1.99,1.27,8,79.52,3.95,Medium,2.92,76.6
3.82,9.24,8.98,1.2,7,57.81,5.79,High,1.51,56.3
5.25,7.3,3.35,0.0,1,79.89,2.0,Low,1.3,78.59
8.91,6.71,6.23,0.0,10,75.72,7.03,High,3.98,71.74
3.99,4.03,3.82,1.0,10,53.32,4.65,Medium,9.06,44.26
2.88,7.04,3.46,0.64,10,51.56,3.34,Medium,1.89,49.67
7.96,7.11,0.22,0.93,8,81.9,2.08,Low,4.07,77.83
8.93,7.96,6.5,1.85,5,88.43,3.43,Medium,4.55,83.88
5.01,5.94,8.25,1.18,2,64.91,1.22,Low,1.58,63.34
7.02,6.35,2.71,1.61,2,88.58,2.01,Low,0.25,88.33
7.68,4.78,1.14,1.36,2,92.08,1.51,Low,2.7,89.38
3.52,3.56,7.01,0.75,9,45.35,6.36,High,5.78,39.57
4.03,5.34,0.88,0.2,5,63.94,-0.83,Low,2.94,61.0
7.46,4.64,8.05,1.21,3,73.26,3.81,Medium,3.44,69.82
8.37,7.51,2.74,1.07,6,88.84,2.34,Low,3.23,85.61
6.13,6.22,2.24,1.73,9,65.28,7.43,High,4.78,60.5
3.24,6.19,5.62,0.88,9,47.47,2.88,Medium,4.33,43.14
8.97,5.52,2.4,0.76,9,69.59,4.9,Medium,0.66,68.93
3.94,3.0,3.23,0.82,10,49.52,6.27,High,5.63,43.89
4.33,9.26,5.88,0.27,4,74.12,0.34,Low,2.27,71.85
5.68,5.5,0.0,2.16,5,86.87,4.45,Medium,2.28,84.59
8.11,6.38,9.11,1.91,1,93.02,5.48,High,4.65,88.36
6.71,4.82,5.11,0.03,10,55.44,5.14,High,11.29,44.15
5.83,8.46,1.77,1.64,6,81.76,0.94,Low,3.07,78.69
5.93,7.22,2.46,0.0,2,78.44,3.98,Medium,4.48,73.96
5.09,5.76,7.48,1.79,7,70.25,6.77,High,0.25,70.0
6.12,6.41,6.5,0.44,4,77.38,2.61,Medium,4.39,72.99
0.0,9.52,8.47,1.29,4,53.04,2.07,Low,3.82,49.21
4.41,6.89,3.29,0.0,9,55.37,2.22,Low,1.04,54.33
5.48,6.73,5.74,0.04,1,57.66,4.59,Medium,1.63,56.03
2.7,5.59,6.07,1.37,6,47.83,3.52,Medium,1.55,46.27
5.77,4.16,6.74,0.44,2,59.36,3.72,Medium,1.11,58.25
4.59,6.76,7.82,0.33,6,51.91,2.77,Medium,3.19,48.72
8.51,7.49,3.21,2.12,7,95.95,1.79,Low,4.91,91.04
8.15,8.65,4.71,2.77,3,88.64,2.07,Low,0.83,87.81
4.07,3.63,3.47,1.75,4,60.26,5.29,High,1.16,59.1
4.7,5.31,4.87,0.13,2,63.89,0.97,Low,1.45,62.44
4.85,6.13,6.75,2.41,7,77.77,2.7,Medium,4.69,73.08
4.1,6.99,0.86,0.0,9,60.77,3.94,Medium,3.13,57.64
5.39,6.78,7.77,0.76,5,70.71,6.18,High,1.06,69.64
3.48,6.82,2.15,1.04,5,68.35,0.63,Low,4.02,64.33
2.74,7.61,4.23,2.54,9,49.53,3.15,Medium,4.61,44.91
6.25,5.65,8.11,1.73,8,70.96,6.9,High,2.02,68.94
6.26,8.4,5.82,0.63,1,85.0,2.27,Low,0.86,84.14
3.39,7.65,5.85,0.24,2,66.22,0.66,Low,1.55,64.67
6.79,6.52,2.05,1.8,7,87.34,4.8,Medium,1.09,86.25
3.74,9.4,2.39,0.57,3,74.15,0.82,Low,1.01,73.15
5.51,9.33,7.35,1.17,6,70.46,3.3,Medium,0.85,69.61
6.64,8.4,3.53,0.0,1,84.35,1.72,Low,4.38,79.96
4.93,3.0,3.76,1.46,8,63.83,6.07,High,11.91,51.92
5.91,9.37,7.41,1.39,2,85.5,-0.25,Low,2.07,83.44
3.97,8.19,2.38,0.01,1,78.1,1.77,Low,0.07,78.03
4.61,10.0,5.67,1.83,2,76.14,0.78,Low,1.47,74.67
4.59,8.86,5.11,1.44,8,64.88,5.57,High,3.53,61.35
3.51,9.37,4.99,1.59,10,54.79,4.15,Medium,1.01,53.77
4.65,8.32,3.7,0.7,5,77.56,2.28,Low,4.99,72.57
1.9,9.02,3.55,1.14,9,47.89,3.61,Medium,0.24,47.65
4.02,9.99,2.3,1.05,3,87.72,0.61,Low,0.68,87.04
4.43,7.32,6.21,0.88,8,66.14,6.67,High,3.93,62.21
4.49,4.64,3.33,1.14,4,63.06,2.98,Medium,4.88,58.18
4.52,6.54,7.42,2.01,7,59.95,4.23,Medium,4.77,55.18
4.88,7.58,4.44,1.86,10,60.04,6.17,High,3.99,56.04
5.96,7.11,2.35,0.05,10,66.84,5.4,High,4.86,61.98
6.75,5.13,4.41,1.79,8,77.08,9.21,High,4.2,72.87
3.7,4.55,3.97,1.95,3,73.74,2.11,Low,0.29,73.45
2.59,5.89,7.52,0.88,3,55.34,4.19,Medium,4.23,51.11
2.92,8.21,4.08,1.41,1,80.46,0.88,Low,2.42,78.05
4.03,9.37,4.31,1.4,8,72.42,-0.07,Low,2.28,70.14
4.3,8.37,8.53,0.32,2,67.16,0.74,Low,0.01,67.14
3.46,8.59,6.27,0.69,7,59.64,2.7,Medium,3.1,56.54
2.41,6.88,9.16,1.6,7,58.16,2.1,Low,3.36,54.81
4.09,4.39,8.15,0.6,7,56.01,4.73,Medium,3.95,52.05
5.36,6.32,2.78,1.78,4,83.38,-0.4,Low,1.63,81.75
6.19,6.61,7.47,2.04,7,81.83,2.92,Medium,0.64,81.19
3.89,6.25,8.81,1.91,10,53.31,6.52,High,2.2,51.11
4.17,7.08,8.83,2.58,8,60.99,7.72,High,1.81,59.18
3.15,7.66,7.47,0.93,9,58.28,2.84,Medium,3.77,54.51
4.94,8.28,7.42,1.14,7,74.54,2.18,Low,1.15,73.4
3.3,6.58,4.24,1.26,6,58.73,1.91,Low,0.69,58.03
6.15,4.14,2.91,0.95,5,70.36,2.95,Medium,2.2,68.16
1.43,6.28,4.12,1.43,10,41.29,2.04,Low,3.14,38.15
4.28,7.07,0.84,0.0,10,61.71,2.94,Medium,1.4,60.31
5.6,8.83,8.36,1.16,7,71.48,3.06,Medium,0.57,70.91
5.37,6.15,4.29,0.0,10,52.59,5.99,High,2.2,50.39
10.39,7.77,8.23,0.23,2,97.1,3.81,Medium,4.81,92.29
5.7,7.44,1.92,1.59,5,77.28,1.44,Low,4.84,72.44
2.99,7.07,7.71,0.84,8,48.39,4.06,Medium,3.54,44.84
4.81,8.4,3.76,1.56,6,78.71,1.2,Low,3.89,74.82
1.45,6.01,1.79,0.82,6,52.47,1.94,Low,1.02,51.45
4.84,6.14,9.07,1.89,1,64.67,0.51,Low,1.87,62.79
3.33,6.98,7.77,0.81,2,67.79,4.06,Medium,3.02,64.77
6.83,6.04,5.53,0.0,3,74.45,0.47,Low,3.75,70.7
3.9,7.76,5.08,1.18,7,69.03,2.26,Low,0.83,68.2
4.77,5.93,6.1,0.0,10,55.94,7.31,High,2.29,53.65
3.73,7.34,5.49,0.0,6,50.62,2.59,Medium,0.81,49.81
8.48,6.85,3.02,0.29,5,90.54,4.0,Medium,3.17,87.37
4.36,7.32,3.97,0.19,9,68.2,6.9,High,3.86,64.34
8.67,6.31,9.9,0.56,10,69.29,8.95,High,4.17,65.12
6.63,6.49,11.68,0.17,7,63.84,4.55,Medium,3.66,60.18
5.96,7.14,8.91,0.0,9,55.55,4.49,Medium,0.8,54.75
5.74,7.3,6.2,2.23,3,76.58,1.59,Low,4.14,72.44
5.79,6.99,4.16,0.46,8,67.34,4.88,Medium,1.67,65.67
1.14,9.56,3.0,0.0,9,55.79,4.57,Medium,4.18,51.61
4.44,5.51,3.17,0.71,2,76.65,-0.13,Low,1.25,75.4
6.69,6.9,3.62,0.1,4,75.26,1.6,Low,2.38,72.88
4.9,4.64,10.38,0.29,2,57.5,3.27,Medium,2.88,54.62
2.19,7.56,9.52,1.57,7,42.86,3.81,Medium,0.17,42.68
4.9,5.33,6.87,0.64,4,67.1,5.56,High,4.52,62.58
8.41,6.58,2.6,0.08,6,79.19,3.31,Medium,2.56,76.63
7.49,6.44,7.23,1.36,8,68.58,5.69,High,0.96,67.62
4.88,7.42,4.4,1.92,6,80.14,4.05,Medium,0.8,79.34
6.9,6.17,0.0,1.43,4,89.23,3.63,Medium,3.43,85.8
4.27,6.11,5.72,0.0,6,60.32,3.68,Medium,0.41,59.91
1.59,9.15,2.9,0.11,1,72.81,0.81,Low,2.2,70.61
3.15,7.43,2.98,1.04,6,71.21,4.83,Medium,2.7,68.5
8.13,6.16,4.37,0.8,10,62.59,5.76,High,1.17,61.42
4.45,6.62,3.75,0.74,8,58.81,3.04,Medium,0.65,58.16
4.51,9.47,4.91,0.21,4,71.1,4.77,Medium,2.45,68.64
4.4,6.65,4.79,0.0,9,50.81,6.51,High,1.7,49.11
8.81,5.97,0.31,2.61,6,91.19,2.56,Medium,0.7,90.49
8.25,5.97,8.8,1.02,6,65.06,6.27,High,1.05,64.01
9.44,6.18,2.54,1.51,4,97.44,0.93,Low,2.35,95.09
4.68,6.11,2.62,1.01,8,61.44,5.35,High,0.67,60.78
5.59,5.08,4.18,1.04,5,70.37,0.44,Low,4.68,65.69
1.97,5.31,4.73,0.95,1,62.51,2.13,Low,3.88,58.63
7.95,5.76,8.65,0.1,7,69.45,4.85,Medium,1.63,67.83
2.66,7.89,5.67,0.0,8,39.62,1.39,Low,1.29,38.33
5.43,6.43,6.42,1.31,6,69.14,0.82,Low,4.37,64.77
2.81,6.69,5.69,1.15,7,54.15,2.82,Medium,2.13,52.01
3.82,8.91,5.58,1.75,7,68.02,3.98,Medium,4.31,63.7
3.33,8.94,5.77,1.59,4,63.39,-0.69,Low,3.71,59.68
3.78,6.58,0.17,0.35,4,73.17,-1.09,Low,0.46,72.71
3.92,6.05,4.38,1.91,1,81.44,-0.34,Low,4.07,77.37
3.9,5.7,7.91,1.61,2,66.95,3.33,Medium,2.7,64.25
6.67,8.04,12.0,1.55,3,69.82,5.11,High,3.39,66.43
2.79,6.69,1.99,2.8,5,66.59,1.3,Low,1.1,65.5
5.44,6.42,6.06,2.64,10,66.31,6.93,High,0.0,66.3
7.44,5.78,3.57,1.55,9,75.45,6.05,High,1.67,73.78
3.97,5.85,10.12,1.45,5,58.55,3.66,Medium,0.95,57.59
3.56,7.48,1.62,1.87,6,70.2,2.94,Medium,2.18,68.03
4.54,5.03,6.56,0.53,7,56.98,2.84,Medium,0.45,56.52
7.36,8.49,1.48,0.54,4,87.51,1.99,Low,4.48,83.03
5.39,6.2,4.2,1.54,8,64.36,2.42,Medium,0.59,63.76
3.94,6.78,4.91,0.31,6,64.66,3.38,Medium,3.82,60.84
5.97,4.99,7.67,1.47,1,76.32,4.03,Medium,4.7,71.63
2.8,6.98,2.31,1.13,6,69.51,2.25,Low,0.74,68.77
6.36,6.51,6.66,0.32,2,81.01,2.24,Low,1.73,79.28
5.82,6.92,5.05,1.02,4,76.0,2.73,Medium,3.66,72.34
4.38,9.21,5.68,2.04,4,78.54,2.41,Medium,3.57,74.97
3.32,7.27,7.4,1.07,10,45.14,8.69,High,0.19,44.96
3.23,5.81,1.79,1.07,10,54.65,5.21,High,0.35,54.3
6.07,5.93,7.03,1.26,5,71.11,3.04,Medium,0.6,70.51
7.46,7.89,3.58,1.37,10,66.44,4.61,Medium,2.84,63.6
3.73,8.95,7.74,0.74,2,71.54,-0.12,Low,0.28,71.27
5.92,7.42,5.84,1.28,6,66.8,1.59,Low,2.94,63.86
0.83,8.03,4.48,0.16,3,52.89,-3.08,Low,1.71,51.18
3.83,7.91,3.52,0.36,9,56.3,3.18,Medium,3.35,52.95
4.94,9.13,7.06,0.46,6,66.66,1.17,Low,3.91,62.75
3.18,4.08,8.15,1.38,3,50.13,3.23,Medium,3.96,46.18
3.13,8.0,3.67,1.13,3,74.68,-0.16,Low,0.19,74.49
3.66,8.48,2.17,0.89,5,71.92,-0.47,Low,4.74,67.19
5.58,4.99,6.74,1.55,6,74.5,1.17,Low,2.93,71.57
4.63,5.67,1.38,1.3,4,75.19,0.85,Low,4.48,70.71
0.52,5.72,1.74,0.77,5,56.1,-1.37,Low,3.08,53.02
0.76,5.91,2.34,0.17,3,51.58,1.61,Low,2.42,49.16
3.79,6.28,3.96,0.34,10,46.88,5.38,High,3.65,43.23
5.92,7.36,1.66,0.0,4,81.0,1.13,Low,1.1,79.9
0.0,8.3,0.15,1.11,8,48.24,3.51,Medium,0.52,47.72
4.0,8.62,2.16,0.31,8,68.14,2.81,Medium,0.45,67.69
3.95,5.74,6.61,0.6,1,75.71,2.01,Low,4.25,71.47
7.78,5.73,1.82,0.9,4,89.26,3.23,Medium,4.56,84.7
4.23,8.97,4.15,1.84,2,83.0,-0.74,Low,4.07,78.93
5.77,7.97,9.87,1.74,4,72.78,2.61,Medium,4.52,68.26
5.28,7.12,4.88,0.96,5,69.01,2.75,Medium,4.92,64.09
0.74,7.71,5.86,2.01,1,63.06,-2.33,Low,2.63,60.43
6.54,6.96,2.63,0.0,5,73.28,5.19,High,0.77,72.51
5.43,7.79,10.41,2.5,7,58.61,5.11,High,3.04,55.57
6.02,6.5,3.65,1.55,5,76.43,2.24,Low,1.77,74.66
12.0,7.4,4.43,1.08,7,100.0,7.92,High,1.73,98.27
0.83,4.73,8.29,0.29,9,35.0,4.02,Medium,8.82,30.0
8.45,5.97,4.55,0.65,8,81.86,7.44,High,0.45,81.4
4.43,5.98,5.12,1.49,1,80.54,2.05,Low,0.19,80.35
5.57,6.44,4.3,1.51,10,65.23,6.85,High,3.48,61.76
4.91,5.61,4.31,1.53,10,61.02,5.02,High,1.3,59.71
4.15,6.2,5.93,0.42,2,66.44,1.75,Low,1.93,64.51
3.86,4.73,6.38,0.26,6,54.3,3.7,Medium,1.54,52.76
5.66,7.82,3.39,1.16,5,74.34,3.57,Medium,3.07,71.27
1.97,6.88,3.08,1.62,1,69.99,0.02,Low,0.77,69.22
6.5,4.44,3.48,1.0,2,79.38,0.97,Low,3.6,75.78
4.17,5.75,1.5,2.19,3,85.88,-0.15,Low,4.62,81.26
2.74,7.5,1.02,1.03,10,60.34,3.38,Medium,4.18,56.16
4.1,6.19,5.74,1.0,5,62.11,2.49,Medium,4.54,57.57
7.51,5.95,7.35,1.54,7,71.06,7.28,High,4.69,66.38
3.93,6.89,7.18,1.98,6,59.09,4.69,Medium,1.86,57.23
5.72,7.52,0.0,0.0,3,79.16,1.6,Low,3.98,75.18
3.54,4.85,4.39,0.11,6,60.13,3.9,Medium,2.47,57.66
6.52,7.83,2.24,0.75,4,80.12,0.24,Low,1.35,78.78
6.37,5.8,5.36,3.53,3,80.54,2.98,Medium,3.73,76.8
8.7,6.97,3.96,0.79,4,84.21,-0.47,Low,1.22,82.99
4.65,6.95,6.48,0.9,8,55.83,4.87,Medium,0.55,55.28
6.34,6.21,4.95,1.49,1,88.46,-0.13,Low,3.52,84.94
5.2,5.46,0.26,1.78,3,81.38,-0.71,Low,1.44,79.94
7.59,6.57,2.58,1.14,10,71.63,4.4,Medium,1.53,70.1
3.56,9.44,5.01,1.93,8,65.54,2.87,Medium,4.41,61.14
6.49,4.96,5.23,0.04,10,59.26,6.33,High,8.41,50.85
4.61,9.54,1.49,0.39,9,64.72,4.11,Medium,3.82,60.89
4.87,6.61,1.16,1.93,3,73.81,0.19,Low,1.93,71.88
5.18,7.05,5.14,1.01,9,68.85,4.61,Medium,4.47,64.38
5.5,5.37,1.49,0.0,10,65.46,2.84,Medium,2.2,63.26
4.77,5.84,0.83,0.0,10,61.4,2.55,Medium,2.05,59.36
5.43,6.25,3.89,0.35,4,76.03,2.74,Medium,2.15,73.88
8.16,5.43,3.78,1.0,4,92.4,3.88,Medium,4.19,88.21
6.97,6.69,2.8,1.37,7,74.5,3.06,Medium,0.05,74.44
6.74,6.39,3.24,0.74,6,69.48,4.66,Medium,3.52,65.96
4.09,9.78,5.03,1.31,10,65.59,2.02,Low,1.03,64.56
3.22,5.25,3.2,0.65,3,57.21,2.0,Low,4.41,52.8
6.91,7.15,5.18,1.98,8,74.31,3.12,Medium,1.88,72.43
6.75,7.37,4.05,3.04,5,83.31,0.85,Low,1.69,81.62
7.95,5.39,5.42,0.69,2,85.87,1.31,Low,3.56,82.31
3.79,8.03,7.2,1.38,10,52.18,5.11,High,3.61,48.56
4.54,6.4,7.1,1.32,3,74.28,3.01,Medium,3.17,71.11
1.72,3.26,8.22,1.11,7,36.67,5.65,High,1.65,35.03
4.22,7.99,7.1,1.52,10,60.29,4.83,Medium,3.05,57.24
6.99,5.32,5.6,1.38,9,63.04,6.65,High,0.27,62.77
4.07,5.43,3.92,0.62,1,73.86,3.27,Medium,4.78,69.09
6.28,8.03,4.03,2.05,6,74.23,2.47,Medium,2.26,71.96
4.62,6.48,2.81,1.16,9,62.59,4.23,Medium,1.52,61.07
5.65,8.38,5.01,0.69,7,76.52,2.56,Medium,4.3,72.21
2.7,8.82,6.74,2.95,3,71.77,0.24,Low,1.62,70.15
5.17,6.03,3.19,0.91,7,72.6,5.37,High,4.99,67.62
0.0,8.19,4.91,1.2,2,58.5,1.66,Low,3.45,55.05
4.63,5.87,3.31,1.14,10,56.17,4.63,Medium,3.25,52.93
1.74,10.0,5.52,0.9,2,68.22,0.56,Low,0.76,67.46
7.41,5.96,3.63,1.36,1,91.3,2.39,Medium,3.05,88.25
6.55,8.54,3.15,0.32,3,74.01,0.46,Low,0.78,73.24
5.93,8.27,3.3,1.48,1,90.36,-2.06,Low,3.92,86.44
8.04,7.47,6.26,0.0,8,67.03,6.28,High,0.69,66.34
3.1,5.99,4.76,0.0,8,45.32,5.59,High,1.79,43.52
8.49,6.77,3.93,2.46,4,93.71,3.48,Medium,2.38,91.32
6.86,3.77,5.65,0.0,1,81.21,1.88,Low,4.03,77.18
4.53,7.34,3.96,0.0,2,73.92,3.18,Medium,3.16,70.75
7.27,7.52,7.82,0.01,2,71.68,2.97,Medium,3.74,67.94
2.79,7.2,2.57,2.39,2,71.53,-2.03,Low,1.22,70.31
3.35,3.0,4.53,0.0,9,42.51,3.24,Medium,13.71,30.0
3.78,5.1,1.49,0.24,7,60.79,2.68,Medium,1.9,58.89
3.94,5.88,4.13,0.0,9,52.97,5.1,High,0.09,52.87
2.89,7.44,0.8,0.78,10,60.04,3.0,Medium,4.15,55.89
7.45,7.43,6.87,0.65,10,71.31,9.18,High,1.85,69.46
4.48,6.74,6.92,0.62,2,70.61,2.43,Medium,0.34,70.28
5.71,7.95,6.96,2.48,5,80.23,1.39,Low,4.36,75.87
3.86,5.46,5.07,0.04,1,65.52,-2.26,Low,4.84,60.68
1.36,7.92,2.8,0.92,2,82.3,-0.09,Low,3.23,79.07
5.54,7.71,3.0,1.27,4,81.66,2.92,Medium,1.78,79.88
1.18,7.57,8.83,0.22,10,40.66,8.37,High,2.07,38.6
4.86,6.73,8.59,1.39,1,80.98,1.45,Low,1.28,79.7
2.26,9.75,5.31,0.68,8,57.07,5.57,High,3.56,53.51
8.97,7.74,3.71,1.3,6,84.48,1.29,Low,1.78,82.7
6.82,5.55,8.42,0.91,1,83.03,2.03,Low,0.16,82.86
5.21,7.37,3.26,0.0,9,69.52,2.79,Medium,0.23,69.29
7.53,8.13,5.57,2.04,1,92.91,2.02,Low,3.07,89.84
3.31,6.12,8.38,2.66,4,71.66,0.86,Low,1.45,70.21
6.09,8.63,2.91,0.86,5,79.41,2.43,Medium,0.84,78.57
5.4,7.57,7.07,0.28,9,63.64,3.51,Medium,2.76,60.88
5.53,3.49,6.3,2.2,2,79.82,5.15,High,1.39,78.43
7.54,7.45,4.9,2.51,9,77.75,4.18,Medium,0.37,77.39
6.46,6.39,2.52,0.86,1,87.75,1.02,Low,0.97,86.78
5.58,7.81,3.19,0.83,4,82.74,-1.12,Low,3.89,78.85
1.69,8.42,5.72,0.94,7,51.99,0.6,Low,4.26,47.73
3.08,7.29,1.44,0.0,4,62.67,-0.3,Low,4.36,58.31
4.75,9.5,5.33,0.77,8,72.99,4.82,Medium,2.67,70.32
5.19,6.73,6.35,2.37,7,69.33,4.94,Medium,4.75,64.58
2.74,7.94,7.46,0.87,6,53.71,4.86,Medium,0.76,52.95
9.82,8.21,1.5,0.17,5,94.43,0.16,Low,3.39,91.03
8.03,6.85,8.29,1.4,10,70.14,7.52,High,3.52,66.62
6.2,8.17,9.24,0.47,3,64.85,2.13,Low,0.27,64.58
5.14,6.11,6.03,0.95,8,64.17,3.6,Medium,1.41,62.76
4.58,6.37,2.4,0.0,4,71.47,0.92,Low,4.75,66.72
3.1,5.03,4.18,0.17,8,58.97,4.15,Medium,3.8,55.17
5.15,7.36,4.88,1.59,1,79.7,1.46,Low,0.27,79.42
5.52,7.49,5.68,1.09,2,84.69,3.03,Medium,2.7,81.98
2.52,8.77,5.05,0.38,2,66.94,1.09,Low,3.24,63.69
5.67,8.19,5.7,1.1,6,72.48,4.12,Medium,4.87,67.61
4.69,6.57,4.77,0.51,5,67.69,5.53,High,3.58,64.11
1.18,5.23,5.66,0.37,10,48.29,6.34,High,3.19,45.1
3.28,7.65,3.85,1.93,10,52.24,3.81,Medium,4.54,47.7
4.17,8.67,4.15,1.63,7,71.15,3.53,Medium,3.3,67.84
8.78,8.13,3.56,0.98,2,95.19,3.75,Medium,4.66,90.53
6.11,8.63,9.79,1.12,9,62.22,4.54,Medium,2.46,59.76
2.33,6.68,8.66,0.99,2,61.59,1.21,Low,3.59,57.99
5.97,6.3,6.39,1.39,1,84.6,3.62,Medium,3.16,81.45
1.91,5.89,8.31,0.36,2,56.68,1.6,Low,2.76,53.92
7.17,6.92,7.0,1.69,3,87.25,3.77,Medium,1.62,85.63
4.06,6.88,5.45,1.28,6,62.41,5.06,High,4.52,57.89
4.81,7.31,1.24,0.79,7,70.14,0.6,Low,1.35,68.79
7.65,6.81,4.34,0.61,6,72.53,3.06,Medium,0.8,71.73
2.43,6.8,4.16,1.67,1,79.99,1.67,Low,3.56,76.43
2.21,5.83,2.17,0.88,9,50.95,3.48,Medium,2.73,48.21
3.83,8.41,1.28,0.44,8,64.07,-0.49,Low,1.31,62.75
7.08,7.11,6.23,0.69,2,84.3,1.25,Low,4.35,79.95
1.96,6.74,5.81,1.62,1,70.99,1.48,Low,1.43,69.56
0.0,5.88,2.08,0.0,7,41.18,4.28,Medium,0.32,40.86
4.1,5.0,3.14,0.72,3,73.77,1.69,Low,0.08,73.7
6.1,8.96,7.9,1.86,3,78.54,2.76,Medium,4.61,73.92
7.4,7.83,2.81,0.87,10,80.81,4.25,Medium,2.01,78.8
4.07,4.56,5.43,1.22,9,50.23,6.68,High,14.66,35.58
4.18,8.14,4.53,1.87,2,81.5,2.51,Medium,2.84,78.66
7.31,8.38,6.27,1.71,5,81.95,4.14,Medium,2.44,79.52
1.26,7.19,2.86,0.65,4,53.44,0.65,Low,5.0,48.44
4.22,9.4,5.23,0.9,1,71.46,0.57,Low,4.44,67.01
5.38,7.33,5.42,1.72,6,67.5,4.59,Medium,1.36,66.14
5.9,4.87,5.58,1.75,6,73.2,4.08,Medium,3.49,69.71
3.98,7.55,5.2,0.93,1,64.29,1.61,Low,1.94,62.36
5.07,7.37,5.86,0.96,7,66.76,4.43,Medium,1.82,64.94
0.02,6.1,10.48,1.21,6,39.44,6.21,High,1.84,37.61
3.68,7.86,11.4,2.09,4,53.22,4.43,Medium,3.2,50.02
